Processor Number,Intel® Core™ Generation,Brand Identifier ,Year Launched,Lithography,# cores ,# of Performance-cores,# of Efficient-cores,# Threads,Max Turbo Frequency,Cache,Processor Base Power (previously known as TDP),Minimum Assured Power (previously known as Configurable TDP-down),Max Memory Size (dependent on memory type),Memory Types5,Processor Graphics,Graphics Max Dynamic Frequency,"Max Resolution for HDMI,
 Max Resolution for DP, 
Max Resolution for (eDP - Integrated Flat Panel)",DirectX* Support,OpenGL* Support,Intel® vPro™ Eligibility,Instruction Set Extensions
i3-1220P,12th,i3,2022,Intel 7,10,2,8,12,"4.40 GHz1,4",12 MB,28 W,20 W ,64 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s
Up to LPDDR5 5200 MT/s
Up to LPDDR4x 4267 MT/s","
Intel® UHD for 12th Gen",1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 4096 x 2304@ 120Hz
",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-1215U,12th,i3,2022,Intel 7,6,2,4,8,"4.40 GHz1,4",10 MB,15 W,N/A,64 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s
Up to LPDDR5 5200 MT/s
Up to LPDDR4x 4267 MT/s","
Intel® UHD for 12th Gen",1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 4096 x 2304@ 120Hz
",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-1210U,12th,i3,2022,Intel 7,6,2,4,8,"4.40 GHz1,4",10 MB,9 W,N/A,64 GB,"
Up to LPDDR5 5200 MT/s
Up to LPDDR4x 4267 MT/s","
Intel® UHD for 12th Gen",850 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 4096 x 2304@ 120Hz
",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i9-12900HX ,12th,i9,2022,Intel 7,16,8,8,24,"5.00 GHz,2,4",30 MB,55 W,45 W,128 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s",Intel® UHD for 12th Gen,1.55 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 5120 x 3200@ 120Hz
",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-1280P,12th,i7,2022,Intel 7,14,6,8,20,"4.80 GHz2,4",24 MB,28 W,20 W,64 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s
Up to LPDDR5 5200 MT/s
Up to LPDDR4x 4267 MT/s",Intel® Iris® Xe Graphics eligible,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 4096 x 2304@ 120Hz
",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-12800HX,12th,i7,2022,Intel 7,16,8,8,24,"4.80 GHz2,4",25 MB,55 W,45 W,128 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s",Intel® UHD for 12th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 5120 x 3200@ 120Hz
",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-12600HX,12th,i5,2022,Intel 7,12,4,8,16,"4.60 GHz2,4",18 MB,55 W,45 W,128 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s",Intel® UHD for 12th Gen,1.35 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 5120 x 3200@ 120Hz
",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
 i5-1240P,12th,i5,2022,Intel 7,12,4,8,16,"4.40 GHz1,4",12 MB,28 W,20 W,64 GB,"Up to DDR5 4800 MT/s
Up to DDR4 3200 MT/s
Up to LPDDR5 5200 MT/s
Up to LPDDR4x 4267 MT/s",Intel® Iris® Xe Graphics eligible,1.30 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@60Hz
eDP: 4096 x 2304@ 120Hz
",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-1195G7,11th ,i9,2021,10 nm SuperFin,4,N/A,N/A,8,5.00 GHz2,12 MB,28 W,12 W,64 GB,"DDR4-3200, LPDDR4x-4267","
Intel® Iris® Xe Graphics eligible",1.40 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"
Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i9-11980HK ,11th,i9,2021,10 nm SuperFin,8,N/A,N/A,16,"5.00 GHz,2",24 MB,65 W,45 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i9-11950H,11th,i9,2021,10 nm SuperFin,8,N/A,N/A,16,"5.00 GHz,2",24 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i9-11900H,11th,i9,2021,10 nm SuperFin,8,N/A,N/A,16,4.90 GHz2,24 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-11850H,11th,i7,2021,10 nm SuperFin,8,N/A,N/A,16,4.80 GHz1,24 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-1180G7,11th,i7,2021,10 nm SuperFin,4,N/A,N/A,8,4.60 GHz1,12 MB,15 W,7 W,32 GB,Up to [LPDDR4x-4267],Intel® Iris® Xe Graphics,1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-11800H,11th,i7,2021,10 nm SuperFin,8,N/A,N/A,16,4.60 GHz1,24 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-11600H,11th,i7,2021,10 nm SuperFin,6,N/A,N/A,12,4.60 GHz1,18 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-11375H,11th,i7,2021,10 nm SuperFin,4,N/A,N/A,8,5.00 GHz2,12 MB,35 W,28 W,64 GB,"Up to [DDR4-3200, LPDDR4x-4267]",Intel® Iris® Xe Graphics,1.35 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-11370H,11th,i7,2021,10 nm SuperFin,4,N/A,N/A,8,4.80 GHz1,12 MB,35 W,28 W,64 GB,"DDR4-3200, LPDDR4x-4267",Intel® Iris® Xe Graphics,1.35 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1155G7,11th,i5,2021,10 nm SuperFin,4,N/A,N/A,8,4.50 GHz1,8 MB ,28 W,12 W,64 GB,"Up to 
DDR4-3200, LPDDR4x-4267",Intel® Iris® Xe Graphics,1.35 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-11500H ,11th,i5,2021,10 nm SuperFin,6,N/A,N/A,12,4.60 GHz1,12 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1145G7,11th,i5,2021,10 nm SuperFin,4,N/A,N/A,8,4.40 GHz1,8 MB ,28 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4x-4267]",Intel® Iris® Xe Graphics,1.30 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1140G7,11th,i5,2021,10 nm SuperFin,4,N/A,N/A,8,4.20 GHz1,8 MB ,28 W,7 W,32 GB,Up to [LPDDR4x-4267],Intel® Iris® Xe Graphics,1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-11400H,11th,i5,2021,10 nm SuperFin,6,N/A,N/A,12,4.50 GHz1,12 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.45 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-11320H,11th,i5,2021,10 nm SuperFin,4,N/A,N/A,8,4.50 GHz1,8 MB ,35 W,28 W,64 GB,"Up to DDR4-3200, LPDDR4x-4267",Intel® Iris® Xe Graphics,1.35 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-11300H,11th,i5,2021,10 nm SuperFin,4,N/A,N/A,8,4.40 GHz1,8 MB ,35 W,28 W,64 GB,"Up to [DDR4-3200, LPDDR4x-4267]",Intel® Iris® Xe Graphics,1.30 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-11260H,11th,i5,2021,10 nm SuperFin,6,N/A,N/A,12,4.40 GHz1,12 MB,45 W,35 W,128 GB,Up to 3200 MT/s,Intel® UHD Graphics for 11th Gen,1.40 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-1125G4,11th,i3,2021,10 nm SuperFin,4,N/A,N/A,8,3.70 GHz1,8 MB,28 W,12 W,64 GB,"DDR4-3200, LPDDR4x-3733",Intel® UHD Graphics for 11th Gen,1.25 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-1120G4,11th,i3,2021,10 nm SuperFin,4,N/A,N/A,8,3.70 GHz1,8 MB,N/A,7 W,32 GB,LPDDR4x-4267,Intel® UHD Graphics for 11th Gen,1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-10100Y,10th,i3,2021,14 nm,8,N/A,N/A,16,3.90 GHz1,4 MB ,5 W,3.5 W,16 GB,"Up to [LPDDR3-1866, DDR3L-1600]",Intel® UHD Graphics 615,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-1185G7,11th,i7,2020,10 nm SuperFin,4,N/A,N/A,8,4.80 GHz1,12 MB,28 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4x-4267]",Intel® Iris® Xe Graphics,1.35 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-1165G7,11th,i7,2020,10 nm SuperFin,4,N/A,N/A,8,4.70 GHz1,12 MB,28 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4x-4267]",Intel® Iris® Xe Graphics,1.30 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-1160G7,11th,i7,2020,10 nm SuperFin,4,N/A,N/A,8,4.40 GHz1,12 MB,15 W,7 W,32 GB,Up to [LPDDR4x-4267],Intel® Iris® Xe Graphics,1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1135G7,11th,i5,2020,10 nm SuperFin,4,N/A,N/A,8,4.20 GHz1,8 MB ,28 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4x-4267]",Intel® Iris® Xe Graphics,1.30 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1130G7,11th,i5,2020,10 nm SuperFin,4,N/A,N/A,8,4.00 GHz1,8 MB ,15 W,7 W,32 GB,Up to [LPDDR4x-4267],Intel® Iris® Xe Graphics,1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-1115G4,11th,i3,2020,10 nm SuperFin,2,N/A,N/A,4,4.10 GHz1,6 MB ,28 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4x-3733]",Intel® UHD Graphics,1.25 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-1110G4,11th,i3,2020,10 nm SuperFin,2,N/A,N/A,4,3.90 GHz1,6 MB ,15 W,7 W,32 GB,Up to [LPDDR4x-4267],Intel® UHD Graphics,1.10 GHz,"HDMI: 4096 x 2304@ 60Hz
DP: 7680 x 4320@ 60Hz
eDP: 4096 x 2304@ 60Hz",12.1,4.6,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i9-10980HK,10th,i9,2020,14 nm,8,N/A,N/A,16,5.30 GHz3,16 MB,45 W,N/A,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.25 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i9-10885H,10th,i9,2020,14 nm,8,N/A,N/A,16,5.30 GHz3,16 MB,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.25 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-10875H,10th,i7,2020,14 nm,8,N/A,N/A,16,5.10 GHz2,16 MB,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-10870H,10th,i7,2020,14 nm,8,N/A,N/A,16,5.00 GHz3,16 MB,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-10850H,10th,i7,2020,14 nm,6,N/A,N/A,12,5.10 GHz3,12 MB,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-10810U,10th,i7,2020,14 nm,6,N/A,N/A,12,4.90 GHz1,12 MB,15 W,12.5 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-10750H,10th,i7,2020,14 nm,6,N/A,N/A,12,5.00 GHz3,12 MB,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-1068NG7,10th,i7,2020,10 nm,4,N/A,N/A,8,4.10 GHz1,8 MB ,28 W,N/A,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® Iris® Plus Graphics,1.10 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-10610U,10th,i7,2020,14 nm,4,N/A,N/A,8,4.90 GHz1,8 MB ,15 W,10 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-10500H,10th,i5,2020,14 nm,6,N/A,N/A,12,4.50 GHz2,12 MB,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-10400H,10th,i5,2020,14 nm,4,N/A,N/A,8,4.60 GHz1,8 MB ,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-1038NG7,10th,i5,2020,10 nm,4,N/A,N/A,8,3.80 GHz1,6 MB ,28 W,N/A,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® Iris® Plus Graphics,1.05 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-10310U,10th,i5,2020,14 nm,4,N/A,N/A,8,4.40 GHz1,6 MB ,15 W,10 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-10300H,10th,i5,2020,14 nm,4,N/A,N/A,8,4.50 GHz1,8 MB ,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-10200H,10th,i5,2020,14 nm,4,N/A,N/A,8,4.10 GHz1,8 MB ,45 W,35 W,128 GB,Up to [DDR4-2933],Intel® UHD Graphics,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i9-9980HK,9th,i9,2019,14 nm,8,N/A,N/A,16,5.00 GHz1,16 MB,45 W,N/A,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.25 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i9-9880H,9th,i9,2019,14 nm,8,N/A,N/A,16,4.80 GHz1,16 MB,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-9850H,9th,i7,2019,14 nm,6,N/A,N/A,12,4.60 GHz1,12 MB,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-9750HF,9th,i7,2019,14 nm,6,N/A,N/A,12,4.50 GHz1,12 MB,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",N/A,N/A,N/A,N/A,N/A,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-9750H,9th,i7,2019,14 nm,6,N/A,N/A,12,4.50 GHz1,12 MB,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-9400H,9th,i5,2019,14 nm,4,N/A,N/A,8,4.30 GHz1,8 MB ,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-9300HF,9th,i5,2019,14 nm,4,N/A,N/A,8,4.10 GHz1,8 MB ,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",N/A,N/A,N/A,N/A,N/A,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-9300H,9th,i5,2019,14 nm,4,N/A,N/A,8,4.10 GHz1,8 MB ,45 W,35 W,128 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8665U,8th,i7,2019,14 nm,4,N/A,N/A,8,4.80 GHz1,8 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@ 24Hz
DP: 4096 x 2304@ 60Hz
eDP: 4096 x 2304@ 60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8569U,8th,i7,2019,14 nm,4,N/A,N/A,8,4.70 GHz1,8 MB ,28 W,N/A,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 655,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8557U,8th,i7,2019,14 nm,4,N/A,N/A,8,4.50 GHz1,8 MB ,15 W,N/A,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 645,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8500Y,8th,i7,2019,14 nm,2,N/A,N/A,4,4.20 GHz1,4 MB ,5 W,3.5 W,16 GB,"Up to [LPDDR3-1866, DDR3L-1600]",Intel® UHD Graphics 615,1.05 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8365U,8th,i5,2019,14 nm,4,N/A,N/A,8,4.10 GHz1,6 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
